id,created_at,favorite_count,retweet_count,url,text
1612089481607225346,2023-01-08 14:10:58+00:00,0,0,https://twitter.com/i/web/status/1612089481607225346,We celebrate that every two weeks in our podcast Zer0 Fucks Given on and Apple Spotify Heres our yearend recap
1611901412207898626,2023-01-08 01:43:39+00:00,2,0,https://twitter.com/i/web/status/1611901412207898626,Actually some scholars eg Peter Bergen believe that was UBLs actual goal to draw the US into an intractable war in an Arab country
1611829036925308928,2023-01-07 20:56:03+00:00,1,0,https://twitter.com/i/web/status/1611829036925308928,So the US wouldve invaded Iraq absent 911
1611784661201747968,2023-01-07 17:59:43+00:00,26,1,https://twitter.com/i/web/status/1611784661201747968,I have long traced much of our present political chaos enormous debt levels fearful amp stagnant society back to 911 That horrific POS UBL knew what the fuck he was doing
1611784048044838915,2023-01-07 17:57:17+00:00,1,0,https://twitter.com/i/web/status/1611784048044838915,It would be but were unlikely to do one again As much as we enjoyed doing them they just didnt get the traction they deserve Glad you enjoyed them
1611375096584617984,2023-01-06 14:52:15+00:00,1,0,https://twitter.com/i/web/status/1611375096584617984,My assumption is that because the Tweeter has a locked account I shouldnt attribute without permission That would seem to be a breach of trust no He did say in a Tweet that it may be copied though
1611133593916477441,2023-01-05 22:52:36+00:00,122,24,https://twitter.com/i/web/status/1611133593916477441,Remember detests short sellers Another FinTweeter pointed out the irony The GetMeOut bond of the day BBBY 2024s They traded north of par in early March Ryan Cohen mau maued the company into buying back stock in Q1 Hes nowhere to be found today
1610677391835136001,2023-01-04 16:39:49+00:00,0,0,https://twitter.com/i/web/status/1610677391835136001,Wow man sounds like they need to make room for you in Cooperstown Ive never heard of such big gains
1610474157510098945,2023-01-04 03:12:14+00:00,0,0,https://twitter.com/i/web/status/1610474157510098945,Correct Read the essay
1610473989125677056,2023-01-04 03:11:34+00:00,0,0,https://twitter.com/i/web/status/1610473989125677056,There is nothing unconstitutional about private businesses moderating speech That is clear in the essay The wrong is that the script inevitably gets flipped on the procensorship crowd The powerful need free speech less than the powerless Thats whats in the essay
1610471233199693827,2023-01-04 03:00:37+00:00,29,5,https://twitter.com/i/web/status/1610471233199693827,Excellent essay by How the Left Forgot About Free Speech reminding both sides that speaking truth to power requires the actual right to speak
1610344524684922880,2023-01-03 18:37:08+00:00,2,0,https://twitter.com/i/web/status/1610344524684922880,I suggest watching this to form an opinion
1610337356246048770,2023-01-03 18:08:39+00:00,22,1,https://twitter.com/i/web/status/1610337356246048770,Gordon Johnson asking whether RUN had an adverse outcome of a partnership audit and is appealing MW believes that RUNs abuse of the ITC system violates the law
1610283572971114497,2023-01-03 14:34:56+00:00,5,0,https://twitter.com/i/web/status/1610283572971114497,Im assuming that its actual business is being public
1610272397457850368,2023-01-03 13:50:31+00:00,70,4,https://twitter.com/i/web/status/1610272397457850368,New year same HK
1609580031520698369,2023-01-01 15:59:18+00:00,15,0,https://twitter.com/i/web/status/1609580031520698369,Tsar Freddy is crowned
1609223986973675526,2022-12-31 16:24:31+00:00,5,0,https://twitter.com/i/web/status/1609223986973675526,How do you think I got here
1609206804118110213,2022-12-31 15:16:14+00:00,8,1,https://twitter.com/i/web/status/1609206804118110213,The ultimate in macro
1609174444953731074,2022-12-31 13:07:39+00:00,244,20,https://twitter.com/i/web/status/1609174444953731074,I first thought I was reading the Onion when I saw this
1608848804979290112,2022-12-30 15:33:40+00:00,19,1,https://twitter.com/i/web/status/1608848804979290112,The Year End Special for Zer0 Fucks Given will be out in just a few hours We cover how Xmas can be used to manage unruly children a new business idea while reupping Poober for Chase Colemans attention and predict a huge buyside scandal for 2023 Noon EST on
1608274672952672261,2022-12-29 01:32:16+00:00,1,0,https://twitter.com/i/web/status/1608274672952672261,Ty Ive grumpily contacted the relevant parties
1607734991118798848,2022-12-27 13:47:46+00:00,25,3,https://twitter.com/i/web/status/1607734991118798848,Just wrapped up a Year End Special Zer0 Fks Given for this coming Friday key knowledge about the past present and future
1605623684546236416,2022-12-21 17:58:12+00:00,20,4,https://twitter.com/i/web/status/1605623684546236416,This is very touching also funny a great tribute to our dear friend and member of the short selling Wolfpack Matt Farrell
1605024754804613120,2022-12-20 02:18:16+00:00,0,0,https://twitter.com/i/web/status/1605024754804613120,
1604943308987727872,2022-12-19 20:54:37+00:00,30,0,https://twitter.com/i/web/status/1604943308987727872,Update JOJ denies having sent this I really hope he did anyway though Unfortunately its probably not a short list of people who share these sentiments
1604940744938102797,2022-12-19 20:44:26+00:00,59,3,https://twitter.com/i/web/status/1604940744938102797,I just received THE BEST business holiday gift Ive ever gotten Thank you Jim Oberweis Jr
1604611603890069505,2022-12-18 22:56:33+00:00,0,0,https://twitter.com/i/web/status/1604611603890069505,Its not about the covenants The more taken out the more dubious loans were stuffed in attached to properties that are likely worth less than acquisition costs Goes to what the actual asset values are recoveries for bond holders
1604514596336828417,2022-12-18 16:31:04+00:00,12,3,https://twitter.com/i/web/status/1604514596336828417,While Vivion scrambles around to find excuses heres a key question we dare them to answer How much of the Shareholder Loans have been repaid in total gross of additions
1604487946752577536,2022-12-18 14:45:11+00:00,23,1,https://twitter.com/i/web/status/1604487946752577536,Its time for to start noticing we broke this story on our latest Zer0 Fks Given episode Just the latest of many key news stories broken this year
1603805990318661635,2022-12-16 17:35:20+00:00,22,1,https://twitter.com/i/web/status/1603805990318661635,Seems completely normal sarcasm
1603726374648385537,2022-12-16 12:18:58+00:00,16,6,https://twitter.com/i/web/status/1603726374648385537,Guaranteed to be full of all the key market insight you need for a successful start to 2023
1603449533521969175,2022-12-15 17:58:54+00:00,0,0,https://twitter.com/i/web/status/1603449533521969175,Sure if you believe its pretty common to have geriatrics living very modestly supposedly giving 200 mm to sons in law and then denying ever having been remotely that wealthy in their lives Fortunately for the Dayans he passed before trial
1603375878439944193,2022-12-15 13:06:13+00:00,0,0,https://twitter.com/i/web/status/1603375878439944193,
1603030470991777793,2022-12-14 14:13:41+00:00,26,3,https://twitter.com/i/web/status/1603030470991777793,Gordon Johnson making the case that Teslas shares are off bc of deteriorating fundamentals not bc of TWTR
1602926109988880385,2022-12-14 07:19:00+00:00,11,1,https://twitter.com/i/web/status/1602926109988880385,Vivion transacts w shareholder entities in way that is highly concerning re possible leakage Once a SH entity was an obvious strawmanowned a property co for just 18 days before flipping to Vivion Video Report
1602925858402062336,2022-12-14 07:18:00+00:00,10,2,https://twitter.com/i/web/status/1602925858402062336,Vivion has a concealed struggling affiliate as a top tenant rent24 rent24 is neer do well WeWork imitator rent24 artificially inflates occupancy rate and likely revenues with questionable cash collection Video Report
1602925606819319809,2022-12-14 07:17:00+00:00,13,0,https://twitter.com/i/web/status/1602925606819319809,90 Germany occupancy claim We visited buildings Vivion features as Top properties amp found stunningly high vacancy Video Report
1602925355135684609,2022-12-14 07:16:00+00:00,13,0,https://twitter.com/i/web/status/1602925355135684609,Vivion shareholders have taken at least 360 mm out through repaying SHer loans they claim to have made But we question whether 300 mm of loans were falsified amp so Vivion SHers can unduly enrich themselves Video Report
